CODE_SITE_ORIGINE;CODE_SITE_DESTINATION;COUT
D110;D736;13.91
D110;D740;13.91
D110;D617;14.29
D110;D629;14.29
D110;D670;14.29
D110;D701;14.29
D110;D702;14.29
D110;D706;14.29
D110;D719;14.45
D110;D722;14.45
D110;D700;14.73
D110;D703;14.73
D110;D711;14.73
D110;D716;14.73
D110;D725;14.73
D110;D727;14.73
D110;D712;15.73
D110;D728;15.73
D110;D735;15.73
D110;D738;15.73
D110;D709;17.7
D110;D710;17.7
D110;D715;17.7
D110;D717;17.7
D110;D720;17.7
D110;D730;17.7
D110;D713;19.06
D110;D721;19.06
D110;D734;19.06
D110;D739;19.06
D110;D742;19.06
D111;D111;0
D111;D151;0
D111;D228;0
D111;D518;0
D111;D723;0
D111;D724;0
D111;D731;0
D111;D741;0
D111;D619;0
D111;AQ07;0
D111;D084;0
D111;D100;3.06
D111;D105;3.06
D111;D107;3.06
D111;D109;3.06
D111;D110;3.06
D111;D120;3.06
D111;D125;3.06
D111;D205;3.06
D111;D410;3.06
D111;D114;3.43
D111;D212;3.43
D111;D270;3.43
D111;D310;3.43
D111;D411;3.43
D111;D424;3.43
D111;D017;3.7
D111;D126;3.7
D111;D200;3.7
D111;D201;3.7
D111;D210;3.7
D111;D225;3.7
D111;D416;3.7
D111;D226;3.7
D111;D102;4.24
D111;D112;4.24
D111;D202;4.24
D111;D204;4.24
D111;D213;4.24
D111;D214;4.24
D111;D220;4.24
D111;D445;4.24
D111;D003;4.52
D111;D034;4.52
D111;D046;4.52
D111;D087;4.52
D111;D104;4.52
D111;D106;4.52
D111;D128;4.52
D111;D218;4.52
D111;D472;4.52
D111;D010;5.2
D111;D063;5.2
D111;D065;5.2
D111;D108;5.2
D111;D119;5.2
D111;D143;5.2
D111;D209;5.2
D111;D222;5.2
D111;D419;5.2
D111;D001;5.89
D111;D008;5.89
D111;D011;5.89
D111;D016;5.89
D111;D030;5.89
D111;D035;5.89
D111;D058;5.89
D111;D062;5.89
D111;D077;5.89
D111;D116;5.89
D111;D460;5.89
D111;D464;5.89
D111;D477;5.89
D111;D490;5.89
D111;D015;6.7
D111;D216;6.7
D111;D404;6.7
D111;D456;6.7
D111;D012;6.9
D111;D013;6.9
D111;D018;6.9
D111;D020;6.9
D111;D033;6.9
D111;D040;6.9
D111;D094;6.9
D111;D115;6.9
D111;D217;6.9
D111;D476;6.9
D111;D636;6.9
D111;D005;7.06
D111;D022;7.06
D111;D056;7.06
D111;D223;7.06
D111;D503;7.06
D111;D632;7.06
D111;D026;7.06
D111;D002;7.98
D111;D014;7.98
D111;D031;7.98
D111;D032;7.98
D111;D037;7.98
D111;D038;7.98
D111;D051;7.98
D111;D059;7.98
D111;D271;7.98
D111;D272;7.98
D111;D302;7.98
D111;D402;7.98
D111;D418;7.98
D111;D440;7.98
D111;D462;7.98
D111;D502;7.98
D111;D508;7.98
D111;D512;7.98
D111;D631;7.98
D111;D633;7.98
D111;D634;7.98
D111;D667;7.98
D111;D006;8.9
D111;D007;8.9
D111;D009;8.9
D111;D029;8.9
D111;D041;8.9
D111;D044;8.9
D111;D052;8.9
D111;D055;8.9
D111;D305;8.9
D111;D412;8.9
D111;D442;8.9
D111;D510;8.9
D111;D513;8.9
D111;D522;8.9
D111;D613;8.9
D111;D614;8.9
D111;D618;8.9
D111;D635;8.9
D111;D659;8.9
D111;D668;8.9
D111;D669;8.9
D111;D004;9.24
D111;D019;9.24
D111;D021;9.24
D111;D049;9.24
D111;D054;9.24
D111;D067;9.24
D111;D074;9.24
D111;D157;9.24
D111;D283;9.24
D111;D405;9.24
D111;D501;9.24
D111;D504;9.24
D111;D514;9.24
D111;D519;9.24
D111;D603;9.24
D111;D605;9.24
D111;D625;9.24
D111;D640;9.24
D111;D654;9.24
D111;D657;9.24
D111;D658;9.24
D111;D664;9.24
D111;D666;9.24
D111;DAMR;9.24
D111;D061;10.04
D111;D068;10.04
D111;D303;10.04
D111;D309;10.04
D111;D316;10.04
D111;D426;10.04
D111;D439;10.04
D111;D441;10.04
D111;D517;10.04
D111;D525;10.04
D111;D601;10.04
D111;D604;10.04
D111;D606;10.04
D111;D611;10.04
D111;D616;10.04
D111;D652;10.04
D111;D655;10.04
D111;D663;10.04
D111;D672;10.04
D111;D673;10.04
D111;D674;10.04
D111;D680;10.04
D111;DSAIP;10.04
D111;D053;10.98
D111;D435;10.98
D111;D457;10.98
D111;D511;10.98
D111;D515;10.98
D111;D524;10.98
D111;D602;10.98
D111;D608;10.98
D111;D609;10.98
D111;D610;10.98
D111;D612;10.98
D111;D615;10.98
D111;D620;10.98
D111;D622;10.98
D111;D623;10.98
D111;D624;10.98
D111;D649;10.98
D111;D651;10.98
D111;D660;10.98
D111;D662;10.98
D111;D665;10.98
D111;D671;10.98
D111;D675;10.98
D111;D681;10.98
D111;D066;11.31
D111;D300;11.31
D111;D304;11.31
D111;D306;11.31
D111;D507;11.31
D111;D509;11.31
D111;D600;11.31
D111;D621;11.31
D111;D626;11.31
D111;D630;11.31
D111;D637;11.31
D111;D639;11.31
D111;D650;11.31
D111;D661;11.31
D111;D683;11.31
D111;D279;11.63
D111;D314;11.63
D111;D520;11.63
D111;D628;11.63
D111;D638;11.63
D111;D646;11.63
D111;D653;11.63
D111;D656;11.63
D111;D676;11.63
D111;D679;11.63
D111;D682;11.63
D111;D685;11.63
D111;D733;11.63
D111;D281;12.19
D111;D627;12.19
D111;D642;12.19
D111;D644;12.19
D111;D718;12.19
D111;D645;12.57
D111;D677;12.57
D111;D678;12.57
D111;D729;12.57
D111;D641;12.78
D111;D643;12.78
D111;D704;12.78
D111;D707;12.78
D111;D714;12.78
D111;D732;12.78
D111;D737;12.78
D111;D647;13.91
D111;D708;13.91
D111;D736;13.91
D111;D648;14.29
D111;D705;14.29
D111;D740;14.29
D111;D629;14.45
D111;D701;14.45
D111;D702;14.45
D111;D706;14.45
D111;D719;14.45
D111;D617;14.73
D111;D670;14.73
D111;D700;14.73
D111;D711;14.73
D111;D716;14.73
D111;D722;14.73
D111;D725;14.73
D111;D703;15.73
D111;D712;15.73
D111;D727;15.73
D111;D735;15.73
D111;D738;15.73
D111;D710;17.7
D111;D715;17.7
D111;D720;17.7
D111;D728;17.7
D111;D730;17.7
D111;D709;19.06
D111;D717;19.06
D111;D721;19.06
D111;D734;19.06
D111;D742;19.06
D111;D713;21.07
D111;D739;21.07
D112;D112;0
D112;D151;0
D112;D228;0
D112;D518;0
D112;D723;0
D112;D724;0
D112;D731;0
D112;D741;0
D112;D619;0
D112;AQ07;0
D112;D084;0
D112;D105;3.06
D112;D114;3.06
D112;D126;3.06
D112;D128;3.06
D112;D424;3.06
D112;D472;3.06
D112;D104;3.43
D112;D120;3.43
D112;D143;3.43
D112;D201;3.43
D112;D109;3.7
D112;D116;3.7
D112;D125;3.7
D112;D200;3.7
D112;D205;3.7
D112;D209;3.7
D112;D477;3.7
D112;D226;3.7
D112;D108;4.24
D112;D111;4.24
D112;D115;4.24
D112;D119;4.24
D112;D213;4.24
D112;D222;4.24
D112;D410;4.24
D112;D456;4.24
D112;D460;4.24
D112;D100;4.52
D112;D107;4.52
D112;D110;4.52
D112;D204;4.52
D112;D217;4.52
D112;D220;4.52
D112;D270;4.52
D112;D310;4.52
D112;D411;4.52
D112;D017;5.2
D112;D216;5.2
D112;D218;5.2
D112;D223;5.2
D112;D440;5.2
D112;D476;5.2
D112;D003;5.89
D112;D046;5.89
D112;D102;5.89
D112;D210;5.89
D112;D212;5.89
D112;D225;5.89
D112;D416;5.89
D112;D445;5.89
D112;D462;5.89
D112;D490;5.89
D112;D106;6.7
D112;D202;6.7
D112;D214;6.7
D112;D305;6.7
D112;D412;6.7
D112;D418;6.7
D112;D419;6.7
D112;D442;6.7
D112;D008;6.9
D112;D034;6.9
D112;D077;6.9
D112;D087;6.9
D112;D404;6.9
D112;D035;7.06
D112;D058;7.06
D112;D065;7.06
D112;D157;7.06
D112;D271;7.06
D112;D272;7.06
D112;D402;7.06
D112;D464;7.06
D112;D636;7.06
D112;DAMR;7.06
D112;D001;7.98
D112;D010;7.98
D112;D011;7.98
D112;D016;7.98
D112;D018;7.98
D112;D020;7.98
D112;D030;7.98
D112;D040;7.98
D112;D062;7.98
D112;D063;7.98
D112;D302;7.98
D112;D405;7.98
D112;D618;7.98
D112;D631;7.98
D112;D632;7.98
D112;D633;7.98
D112;D654;7.98
D112;D667;7.98
D112;D669;7.98
D112;D005;8.9
D112;D012;8.9
D112;D013;8.9
D112;D014;8.9
D112;D015;8.9
D112;D022;8.9
D112;D033;8.9
D112;D037;8.9
D112;D051;8.9
D112;D056;8.9
D112;D059;8.9
D112;D094;8.9
D112;D283;8.9
D112;D426;8.9
D112;D439;8.9
D112;D441;8.9
D112;D503;8.9
D112;D634;8.9
D112;D640;8.9
D112;D651;8.9
D112;D652;8.9
D112;D657;8.9
D112;D658;8.9
D112;D659;8.9
D112;D665;8.9
D112;D672;8.9
D112;D673;8.9
D112;D675;8.9
D112;D002;9.24
D112;D006;9.24
D112;D007;9.24
D112;D009;9.24
D112;D029;9.24
D112;D032;9.24
D112;D038;9.24
D112;D055;9.24
D112;D435;9.24
D112;D457;9.24
D112;D502;9.24
D112;D512;9.24
D112;D513;9.24
D112;D522;9.24
D112;D600;9.24
D112;D613;9.24
D112;D614;9.24
D112;D630;9.24
D112;D635;9.24
D112;D649;9.24
D112;D655;9.24
D112;D663;9.24
D112;D666;9.24
D112;D668;9.24
D112;D680;9.24
D112;D026;9.24
D112;D004;10.04
D112;D019;10.04
D112;D031;10.04
D112;D044;10.04
D112;D052;10.04
D112;D054;10.04
D112;D067;10.04
D112;D300;10.04
D112;D303;10.04
D112;D304;10.04
D112;D306;10.04
D112;D309;10.04
D112;D314;10.04
D112;D508;10.04
D112;D519;10.04
D112;D603;10.04
D112;D605;10.04
D112;D625;10.04
D112;D653;10.04
D112;D662;10.04
D112;D671;10.04
D112;D674;10.04
D112;DSAIP;10.04
D112;D021;10.98
D112;D041;10.98
D112;D049;10.98
D112;D501;10.98
D112;D504;10.98
D112;D510;10.98
D112;D514;10.98
D112;D525;10.98
D112;D606;10.98
D112;D611;10.98
D112;D620;10.98
D112;D622;10.98
D112;D637;10.98
D112;D656;10.98
D112;D660;10.98
D112;D664;10.98
D112;D681;10.98
D112;D683;10.98
D112;D061;11.31
D112;D068;11.31
D112;D074;11.31
D112;D281;11.31
D112;D316;11.31
D112;D517;11.31
D112;D601;11.31
D112;D602;11.31
D112;D604;11.31
D112;D609;11.31
D112;D610;11.31
D112;D616;11.31
D112;D623;11.31
D112;D626;11.31
D112;D642;11.31
D112;D646;11.31
D112;D661;11.31
D112;D682;11.31
D112;D053;11.63
D112;D511;11.63
D112;D515;11.63
D112;D608;11.63
D112;D612;11.63
D112;D615;11.63
D112;D624;11.63
D112;D628;11.63
D112;D685;11.63
D112;D066;12.19
D112;D279;12.19
D112;D507;12.19
D112;D509;12.19
D112;D520;12.19
D112;D524;12.19
D112;D621;12.19
D112;D627;12.19
D112;D638;12.19
D112;D639;12.19
D112;D641;12.19
D112;D643;12.19
D112;D644;12.19
D112;D650;12.19
D112;D676;12.19
D112;D679;12.19
D112;D733;12.19
D112;D645;12.57
D112;D718;12.57
D112;D647;12.78
D112;D648;12.78
D112;D677;12.78
D112;D678;12.78
D112;D729;12.78
D112;D704;13.4
D112;D714;13.4
D112;D732;13.4
D112;D617;13.91
D112;D670;13.91
D112;D707;13.91
D112;D737;13.91
D112;D708;14.29
D112;D629;14.45
D112;D705;14.45
D112;D736;14.45
D112;D740;14.45
D112;D700;14.73
D112;D701;14.73
D112;D702;14.73
D112;D706;14.73
D112;D716;14.73
D112;D719;14.73
D112;D722;14.73
D112;D725;14.73
D112;D703;15.73
D112;D711;15.73
D112;D727;15.73
D112;D712;17.7
D112;D715;17.7
D112;D735;17.7
D112;D709;19.06
D112;D710;19.06
D112;D717;19.06
D112;D720;19.06
D112;D730;19.06
D112;D738;19.06
D112;D713;21.07
D112;D721;21.07
D112;D742;21.07
D112;D728;22.4
D112;D734;22.4
D112;D739;24.41
D114;D114;0
D114;D151;0
D114;D228;0
D114;D518;0
D114;D723;0
D114;D724;0
D114;D731;0
D114;D741;0
D114;D619;0
D114;AQ07;0
D114;D084;0
D114;D105;3.06
D114;D112;3.06
D114;D120;3.06
D114;D125;3.06
D114;D128;3.06
D114;D424;3.06
D114;D109;3.43
D114;D110;3.43
D114;D111;3.43
D114;D126;3.43
D114;D143;3.43
D114;D205;3.43
D114;D410;3.43
D114;D472;3.43
D114;D200;3.7
D114;D201;3.7
D114;D270;3.7
D114;D310;3.7
D114;D226;3.7
D114;D017;4.24
D114;D104;4.24
D114;D107;4.24
D114;D116;4.24
D114;D119;4.24
D114;D209;4.24
D114;D411;4.24
D114;D477;4.24
D114;D003;4.52
D114;D046;4.52
D114;D100;4.52
D114;D108;4.52
D114;D115;4.52
D114;D204;4.52
D114;D213;4.52
D114;D220;4.52
D114;D222;4.52
D114;D456;4.52
D114;D490;4.52
D114;D102;5.2
D114;D210;5.2
D114;D212;5.2
D114;D217;5.2
D114;D218;5.2
D114;D225;5.2
D114;D419;5.2
D114;D460;5.2
D114;D034;5.89
D114;D087;5.89
D114;D202;5.89
D114;D214;5.89
D114;D216;5.89
D114;D223;5.89
D114;D416;5.89
D114;D445;5.89
D114;D476;5.89
D114;D008;6.7
D114;D035;6.7
D114;D058;6.7
D114;D077;6.7
D114;D106;6.7
D114;D404;6.7
D114;D440;6.7
D114;D010;6.9
D114;D040;6.9
D114;D062;6.9
D114;D063;6.9
D114;D065;6.9
D114;D271;6.9
D114;D272;6.9
D114;D305;6.9
D114;D402;6.9
D114;D412;6.9
D114;D418;6.9
D114;D442;6.9
D114;D462;6.9
D114;D636;6.9
D114;D011;7.06
D114;D015;7.06
D114;D018;7.06
D114;D020;7.06
D114;D030;7.06
D114;D464;7.06
D114;D631;7.06
D114;D632;7.06
D114;D633;7.06
D114;D001;7.98
D114;D005;7.98
D114;D012;7.98
D114;D014;7.98
D114;D016;7.98
D114;D022;7.98
D114;D037;7.98
D114;D051;7.98
D114;D056;7.98
D114;D059;7.98
D114;D094;7.98
D114;D157;7.98
D114;D302;7.98
D114;D405;7.98
D114;D503;7.98
D114;D618;7.98
D114;D634;7.98
D114;D654;7.98
D114;D667;7.98
D114;DAMR;7.98
D114;D002;8.9
D114;D006;8.9
D114;D007;8.9
D114;D009;8.9
D114;D013;8.9
D114;D029;8.9
D114;D033;8.9
D114;D038;8.9
D114;D055;8.9
D114;D283;8.9
D114;D426;8.9
D114;D439;8.9
D114;D441;8.9
D114;D502;8.9
D114;D512;8.9
D114;D522;8.9
D114;D613;8.9
D114;D614;8.9
D114;D635;8.9
D114;D640;8.9
D114;D651;8.9
D114;D652;8.9
D114;D657;8.9
D114;D659;8.9
D114;D665;8.9
D114;D666;8.9
D114;D668;8.9
D114;D669;8.9
D114;D672;8.9
D114;D673;8.9
D114;D675;8.9
D114;D026;8.9
D114;D004;9.24
D114;D019;9.24
D114;D021;9.24
D114;D031;9.24
D114;D032;9.24
D114;D044;9.24
D114;D052;9.24
D114;D054;9.24
D114;D067;9.24
D114;D435;9.24
D114;D457;9.24
D114;D508;9.24
D114;D513;9.24
D114;D600;9.24
D114;D603;9.24
D114;D605;9.24
D114;D625;9.24
D114;D630;9.24
D114;D649;9.24
D114;D655;9.24
D114;D658;9.24
D114;D663;9.24
D114;D664;9.24
D114;D680;9.24
D114;D041;10.04
D114;D300;10.04
D114;D304;10.04
D114;D306;10.04
D114;D314;10.04
D114;D501;10.04
D114;D504;10.04
D114;D510;10.04
D114;D514;10.04
D114;D519;10.04
D114;D525;10.04
D114;D606;10.04
D114;D611;10.04
D114;D616;10.04
D114;D653;10.04
D114;D656;10.04
D114;D662;10.04
D114;D671;10.04
D114;D674;10.04
D114;D049;10.98
D114;D061;10.98
D114;D074;10.98
D114;D303;10.98
D114;D309;10.98
D114;D316;10.98
D114;D517;10.98
D114;D601;10.98
D114;D602;10.98
D114;D604;10.98
D114;D610;10.98
D114;D620;10.98
D114;D622;10.98
D114;D637;10.98
D114;D660;10.98
D114;D681;10.98
D114;D683;10.98
D114;DSAIP;10.98
D114;D053;11.31
D114;D068;11.31
D114;D281;11.31
D114;D511;11.31
D114;D515;11.31
D114;D608;11.31
D114;D609;11.31
D114;D612;11.31
D114;D615;11.31
D114;D623;11.31
D114;D624;11.31
D114;D626;11.31
D114;D642;11.31
D114;D646;11.31
D114;D661;11.31
D114;D682;11.31
D114;D066;11.63
D114;D279;11.63
D114;D509;11.63
D114;D520;11.63
D114;D524;11.63
D114;D621;11.63
D114;D628;11.63
D114;D638;11.63
D114;D639;11.63
D114;D643;11.63
D114;D650;11.63
D114;D676;11.63
D114;D679;11.63
D114;D685;11.63
D114;D507;12.19
D114;D627;12.19
D114;D641;12.19
D114;D644;12.19
D114;D733;12.19
D114;D645;12.57
D114;D647;12.57
D114;D677;12.57
D114;D678;12.57
D114;D718;12.57
D114;D729;12.57
D114;D648;12.78
D114;D704;12.78
D114;D714;12.78
D114;D732;12.78
D114;D707;13.4
D114;D617;13.91
D114;D670;13.91
D114;D708;13.91
D114;D737;13.91
D114;D705;14.29
D114;D736;14.29
D114;D740;14.29
D114;D629;14.45
D114;D701;14.45
D114;D702;14.45
D114;D706;14.45
D114;D700;14.73
D114;D711;14.73
D114;D716;14.73
D114;D719;14.73
D114;D722;14.73
D114;D725;14.73
D114;D703;15.73
D114;D712;15.73
D114;D727;15.73
D114;D735;15.73
D114;D710;17.7
D114;D715;17.7
D114;D728;17.7
D114;D738;17.7
D114;D709;19.06
D114;D717;19.06
D114;D720;19.06
D114;D721;19.06
D114;D730;19.06
D114;D734;19.06
D114;D742;19.06
D114;D713;21.07
D114;D739;21.07
D115;D115;0
D115;D151;0
D115;D228;0
D115;D518;0
D115;D723;0
D115;D724;0
D115;D731;0
D115;D741;0
D115;D619;0
D115;AQ07;0
D115;D084;0
D115;D116;3.06
D115;D440;3.06
D115;D456;3.06
D115;D476;3.06
D115;D143;3.43
D115;D128;3.7
D115;D217;3.7
D115;D223;3.7
D115;D412;3.7
D115;D442;3.7
D115;D477;3.7
D115;D112;4.24
D115;D119;4.24
D115;D209;4.24
D115;D305;4.24
D115;D418;4.24
D115;D460;4.24
D115;D114;4.52
D115;D216;4.52
D115;D222;4.52
D115;D462;4.52
D115;D472;4.52
D115;DAMR;4.52
D115;D104;5.2
D115;D105;5.2
D115;D126;5.2
D115;D424;5.2
D115;D157;5.89
D115;D201;5.89
D115;D405;5.89
D115;D490;5.89
D115;D108;6.7
D115;D109;6.7
D115;D120;6.7
D115;D125;6.7
D115;D200;6.7
D115;D205;6.7
D115;D270;6.7
D115;D271;6.7
D115;D272;6.7
D115;D310;6.7
D115;D402;6.7
D115;D426;6.7
D115;D439;6.7
D115;D226;6.7
D115;D111;6.9
D115;D204;6.9
D115;D410;6.9
D115;D419;6.9
D115;D652;6.9
D115;D003;7.06
D115;D017;7.06
D115;D046;7.06
D115;D107;7.06
D115;D110;7.06
D115;D213;7.06
D115;D220;7.06
D115;D411;7.06
D115;D435;7.06
D115;D441;7.06
D115;D457;7.06
D115;D636;7.06
D115;D654;7.06
D115;D665;7.06
D115;D675;7.06
D115;D034;7.98
D115;D087;7.98
D115;D100;7.98
D115;D102;7.98
D115;D212;7.98
D115;D218;7.98
D115;D300;7.98
D115;D304;7.98
D115;D306;7.98
D115;D404;7.98
D115;D416;7.98
D115;D618;7.98
D115;D631;7.98
D115;D633;7.98
D115;D640;7.98
D115;D651;7.98
D115;D658;7.98
D115;D659;7.98
D115;D669;7.98
D115;D672;7.98
D115;D673;7.98
D115;D005;8.9
D115;D006;8.9
D115;D008;8.9
D115;D010;8.9
D115;D020;8.9
D115;D035;8.9
D115;D037;8.9
D115;D040;8.9
D115;D058;8.9
D115;D062;8.9
D115;D077;8.9
D115;D106;8.9
D115;D202;8.9
D115;D210;8.9
D115;D214;8.9
D115;D225;8.9
D115;D283;8.9
D115;D445;8.9
D115;D600;8.9
D115;D630;8.9
D115;D632;8.9
D115;D634;8.9
D115;D649;8.9
D115;D655;8.9
D115;D657;8.9
D115;D663;8.9
D115;D666;8.9
D115;D667;8.9
D115;D668;8.9
D115;D680;8.9
D115;D007;9.24
D115;D011;9.24
D115;D014;9.24
D115;D015;9.24
D115;D018;9.24
D115;D022;9.24
D115;D030;9.24
D115;D051;9.24
D115;D056;9.24
D115;D059;9.24
D115;D063;9.24
D115;D065;9.24
D115;D314;9.24
D115;D464;9.24
D115;D503;9.24
D115;D613;9.24
D115;D653;9.24
D115;D656;9.24
D115;D662;9.24
D115;D671;9.24
D115;D674;9.24
D115;D001;10.04
D115;D002;10.04
D115;D004;10.04
D115;D016;10.04
D115;D029;10.04
D115;D055;10.04
D115;D067;10.04
D115;D302;10.04
D115;D502;10.04
D115;D603;10.04
D115;D605;10.04
D115;D614;10.04
D115;D620;10.04
D115;D622;10.04
D115;D635;10.04
D115;D660;10.04
D115;D664;10.04
D115;D681;10.04
D115;D683;10.04
D115;D026;10.04
D115;D009;10.98
D115;D012;10.98
D115;D013;10.98
D115;D019;10.98
D115;D021;10.98
D115;D033;10.98
D115;D044;10.98
D115;D052;10.98
D115;D061;10.98
D115;D094;10.98
D115;D281;10.98
D115;D316;10.98
D115;D508;10.98
D115;D513;10.98
D115;D522;10.98
D115;D604;10.98
D115;D610;10.98
D115;D611;10.98
D115;D625;10.98
D115;D626;10.98
D115;D637;10.98
D115;D642;10.98
D115;D646;10.98
D115;D661;10.98
D115;D682;10.98
D115;D031;11.31
D115;D032;11.31
D115;D038;11.31
D115;D054;11.31
D115;D510;11.31
D115;D512;11.31
D115;D517;11.31
D115;D519;11.31
D115;D601;11.31
D115;D606;11.31
D115;D609;11.31
D115;D616;11.31
D115;D643;11.31
D115;D041;11.63
D115;D074;11.63
D115;D303;11.63
D115;D309;11.63
D115;D501;11.63
D115;D504;11.63
D115;D514;11.63
D115;D525;11.63
D115;D602;11.63
D115;D608;11.63
D115;D612;11.63
D115;D615;11.63
D115;D621;11.63
D115;D624;11.63
D115;D628;11.63
D115;D641;11.63
D115;D644;11.63
D115;D685;11.63
D115;DSAIP;11.63
D115;D049;12.19
D115;D053;12.19
D115;D520;12.19
D115;D623;12.19
D115;D627;12.19
D115;D639;12.19
D115;D645;12.19
D115;D647;12.19
D115;D650;12.19
D115;D676;12.19
D115;D679;12.19
D115;D068;12.57
D115;D279;12.57
D115;D511;12.57
D115;D515;12.57
D115;D638;12.57
D115;D648;12.57
D115;D066;12.78
D115;D507;12.78
D115;D509;12.78
D115;D524;12.78
D115;D677;12.78
D115;D678;12.78
D115;D733;12.78
D115;D617;13.4
D115;D670;13.4
D115;D718;13.4
D115;D729;13.91
D115;D704;14.29
D115;D714;14.29
D115;D732;14.29
D115;D629;14.45
D115;D707;14.45
D115;D737;14.45
D115;D701;14.73
D115;D702;14.73
D115;D705;14.73
D115;D706;14.73
D115;D708;14.73
D115;D736;14.73
D115;D740;14.73
D115;D700;15.73
D115;D711;15.73
D115;D716;15.73
D115;D719;15.73
D115;D722;15.73
D115;D725;15.73
D115;D703;17.7
D115;D727;17.7
D115;D710;19.06
D115;D712;19.06
D115;D715;19.06
D115;D728;19.06
D115;D735;19.06
D115;D709;21.07
D115;D717;21.07
D115;D720;21.07
D115;D721;21.07
D115;D730;21.07
D115;D738;21.07
D115;D742;21.07
D115;D713;22.4
D115;D739;22.4
D115;D734;24.41
D116;D116;0
D116;D151;0
D116;D228;0
D116;D518;0
D116;D723;0
D116;D724;0
D116;D731;0
D116;D741;0
D116;D619;0
D116;AQ07;0
D116;D084;0
D116;D115;3.06
D116;D143;3.06
D116;D456;3.06
D116;D477;3.06
D116;D128;3.43
D116;D209;3.43
D116;D476;3.43
D116;D112;3.7
D116;D217;3.7
D116;D223;3.7
D116;D440;3.7
D116;D472;3.7
D116;D104;4.24
D116;D114;4.24
D116;D119;4.24
D116;D126;4.24
D116;D222;4.24
D116;D424;4.24
D116;D460;4.24
D116;D105;4.52
D116;D216;4.52
D116;D305;4.52
D116;D412;4.52
D116;D418;4.52
D116;D442;4.52
D116;D462;4.52
D116;D109;5.2
D116;D120;5.2
D116;D125;5.2
D116;D200;5.2
D116;D201;5.2
D116;D205;5.2
D116;D270;5.2
D116;D310;5.2
D116;D490;5.2
D116;DAMR;5.2
D116;D226;5.2
D116;D108;5.89
D116;D111;5.89
D116;D157;5.89
D116;D204;5.89
D116;D410;5.89
D116;D110;6.7
D116;D213;6.7
D116;D220;6.7
D116;D271;6.7
D116;D272;6.7
D116;D402;6.7
D116;D405;6.7
D116;D411;6.7
D116;D419;6.7
D116;D003;6.9
D116;D017;6.9
D116;D046;6.9
D116;D100;6.9
D116;D107;6.9
D116;D218;6.9
D116;D404;6.9
D116;D426;6.9
D116;D636;6.9
D116;D439;7.06
D116;D652;7.06
D116;D005;7.98
D116;D008;7.98
D116;D010;7.98
D116;D020;7.98
D116;D034;7.98
D116;D035;7.98
D116;D058;7.98
D116;D077;7.98
D116;D087;7.98
D116;D102;7.98
D116;D106;7.98
D116;D202;7.98
D116;D210;7.98
D116;D212;7.98
D116;D214;7.98
D116;D225;7.98
D116;D416;7.98
D116;D435;7.98
D116;D441;7.98
D116;D445;7.98
D116;D457;7.98
D116;D618;7.98
D116;D631;7.98
D116;D632;7.98
D116;D633;7.98
D116;D634;7.98
D116;D640;7.98
D116;D651;7.98
D116;D654;7.98
D116;D658;7.98
D116;D665;7.98
D116;D667;7.98
D116;D669;7.98
D116;D672;7.98
D116;D675;7.98
D116;D011;8.9
D116;D014;8.9
D116;D015;8.9
D116;D018;8.9
D116;D037;8.9
D116;D040;8.9
D116;D051;8.9
D116;D062;8.9
D116;D063;8.9
D116;D065;8.9
D116;D283;8.9
D116;D300;8.9
D116;D304;8.9
D116;D306;8.9
D116;D464;8.9
D116;D503;8.9
D116;D649;8.9
D116;D655;8.9
D116;D657;8.9
D116;D659;8.9
D116;D673;8.9
D116;D680;8.9
D116;D001;9.24
D116;D002;9.24
D116;D006;9.24
D116;D007;9.24
D116;D016;9.24
D116;D022;9.24
D116;D029;9.24
D116;D030;9.24
D116;D055;9.24
D116;D056;9.24
D116;D059;9.24
D116;D302;9.24
D116;D502;9.24
D116;D600;9.24
D116;D614;9.24
D116;D630;9.24
D116;D635;9.24
D116;D663;9.24
D116;D666;9.24
D116;D668;9.24
D116;D026;9.24
D116;D004;10.04
D116;D009;10.04
D116;D012;10.04
D116;D013;10.04
D116;D019;10.04
D116;D021;10.04
D116;D033;10.04
D116;D067;10.04
D116;D094;10.04
D116;D314;10.04
D116;D508;10.04
D116;D513;10.04
D116;D522;10.04
D116;D603;10.04
D116;D605;10.04
D116;D613;10.04
D116;D625;10.04
D116;D653;10.04
D116;D656;10.04
D116;D662;10.04
D116;D664;10.04
D116;D671;10.04
D116;D674;10.04
D116;D031;10.98
D116;D032;10.98
D116;D038;10.98
D116;D044;10.98
D116;D052;10.98
D116;D054;10.98
D116;D281;10.98
D116;D512;10.98
D116;D519;10.98
D116;D601;10.98
D116;D606;10.98
D116;D611;10.98
D116;D616;10.98
D116;D620;10.98
D116;D622;10.98
D116;D637;10.98
D116;D642;10.98
D116;D660;10.98
D116;D661;10.98
D116;D681;10.98
D116;D683;10.98
D116;D041;11.31
D116;D061;11.31
D116;D074;11.31
D116;D303;11.31
D116;D309;11.31
D116;D316;11.31
D116;D501;11.31
D116;D504;11.31
D116;D510;11.31
D116;D514;11.31
D116;D517;11.31
D116;D525;11.31
D116;D602;11.31
D116;D604;11.31
D116;D609;11.31
D116;D610;11.31
D116;D615;11.31
D116;D624;11.31
D116;D626;11.31
D116;D646;11.31
D116;D682;11.31
D116;DSAIP;11.31
