CODE_SITE_ORIGINE;CODE_SITE_DESTINATION;COUT
D004;D005;3.7
D004;D014;3.7
D004;D037;3.7
D004;D061;3.7
D004;D316;3.7
D004;D502;3.7
D004;D517;3.7
D004;D601;3.7
D004;D604;3.7
D004;D610;3.7
D004;D634;3.7
D004;D635;3.7
D004;D667;3.7
D004;D668;3.7
D004;D674;3.7
D004;D059;4.24
D004;D602;4.24
D004;D609;4.24
D004;D625;4.24
D004;D631;4.24
D004;D632;4.24
D004;D666;4.24
D004;D681;4.24
D004;D020;4.52
D004;D040;4.52
D004;D522;4.52
D004;D608;4.52
D004;D612;4.52
D004;D615;4.52
D004;D620;4.52
D004;D622;4.52
D004;D624;4.52
D004;D626;4.52
D004;D633;4.52
D004;D659;4.52
D004;D662;4.52
D004;D008;5.2
D004;D009;5.2
D004;D018;5.2
D004;D054;5.2
D004;D056;5.2
D004;D058;5.2
D004;D077;5.2
D004;D404;5.2
D004;D503;5.2
D004;D519;5.2
D004;D525;5.2
D004;D636;5.2
D004;D650;5.2
D004;D663;5.2
D004;D022;5.89
D004;D044;5.89
D004;D279;5.89
D004;D621;5.89
D004;D638;5.89
D004;D639;5.89
D004;D669;5.89
D004;D676;5.89
D004;D679;5.89
D004;D683;5.89
D004;D271;6.7
D004;D272;6.7
D004;D283;6.7
D004;D402;6.7
D004;D419;6.7
D004;D520;6.7
D004;D628;6.7
D004;D657;6.7
D004;D660;6.7
D004;D685;6.7
D004;D002;6.9
D004;D003;6.9
D004;D046;6.9
D004;D053;6.9
D004;D490;6.9
D004;D618;6.9
D004;D623;6.9
D004;D637;6.9
D004;D655;6.9
D004;D658;6.9
D004;D671;6.9
D004;D680;6.9
D004;D015;7.06
D004;D035;7.06
D004;D052;7.06
D004;D501;7.06
D004;D513;7.06
D004;D640;7.06
D004;D661;7.06
D004;D673;7.06
D004;D678;7.06
D004;D010;7.98
D004;D011;7.98
D004;D017;7.98
D004;D034;7.98
D004;D062;7.98
D004;D087;7.98
D004;D119;7.98
D004;D270;7.98
D004;D310;7.98
D004;D314;7.98
D004;D600;7.98
D004;D627;7.98
D004;D630;7.98
D004;D654;7.98
D004;D677;7.98
D004;D682;7.98
D004;D729;7.98
D004;D026;7.98
D004;D016;8.9
D004;D030;8.9
D004;D065;8.9
D004;D214;8.9
D004;D405;8.9
D004;D504;8.9
D004;D508;8.9
D004;D514;8.9
D004;D515;8.9
D004;D644;8.9
D004;D646;8.9
D004;D649;8.9
D004;D651;8.9
D004;D653;8.9
D004;D672;8.9
D004;D704;8.9
D004;D714;8.9
D004;D733;8.9
D004;D012;9.24
D004;D031;9.24
D004;D033;9.24
D004;D063;9.24
D004;D094;9.24
D004;D105;9.24
D004;D111;9.24
D004;D114;9.24
D004;D120;9.24
D004;D125;9.24
D004;D128;9.24
D004;D143;9.24
D004;D210;9.24
D004;D225;9.24
D004;D281;9.24
D004;D410;9.24
D004;D426;9.24
D004;D441;9.24
D004;D642;9.24
D004;D645;9.24
D004;D652;9.24
D004;D656;9.24
D004;D665;9.24
D004;D675;9.24
D004;D001;10.04
D004;D013;10.04
D004;D038;10.04
D004;D041;10.04
D004;D074;10.04
D004;D100;10.04
D004;D106;10.04
D004;D107;10.04
D004;D110;10.04
D004;D112;10.04
D004;D115;10.04
D004;D116;10.04
D004;D126;10.04
D004;D157;10.04
D004;D202;10.04
D004;D205;10.04
D004;D209;10.04
D004;D212;10.04
D004;D305;10.04
D004;D412;10.04
D004;D416;10.04
D004;D424;10.04
D004;D435;10.04
D004;D440;10.04
D004;D442;10.04
D004;D456;10.04
D004;D472;10.04
D004;D477;10.04
D004;D510;10.04
D004;D512;10.04
D004;D641;10.04
D004;D708;10.04
D004;D718;10.04
D004;D732;10.04
D004;D032;10.98
D004;D049;10.98
D004;D102;10.98
D004;D104;10.98
D004;D201;10.98
D004;D217;10.98
D004;D222;10.98
D004;D411;10.98
D004;D439;10.98
D004;D464;10.98
D004;D476;10.98
D004;D511;10.98
D004;D629;10.98
D004;D643;10.98
D004;D647;10.98
D004;D701;10.98
D004;D702;10.98
D004;D706;10.98
D004;D707;10.98
D004;DAMR;10.98
D004;D066;11.31
D004;D068;11.31
D004;D108;11.31
D004;D109;11.31
D004;D200;11.31
D004;D216;11.31
D004;D220;11.31
D004;D223;11.31
D004;D418;11.31
D004;D445;11.31
