CODE_PRODUIT_STOCKAGE;CODE_SITE;MASSE_VOL;TYPE;PERIODE;QTE_PREV;QTE_PREV_EQ_BLE
CO1600;D625;1.0;CONV;SUM;18.002;18.002
CO1600;D631;1.0;CONV;SUM;306.064;306.064
CO1600;D632;1.0;CONV;SUM;181.586;181.586
CO1600;D633;1.0;CONV;SUM;347.788;347.788
CO1600;D638;1.0;CONV;SUM;21.484;21.484
CO1600;D659;1.0;CONV;SUM;34.454;34.454
CO1600;D666;1.0;CONV;SUM;8.28;8.28
CO1600;D667;1.0;CONV;SUM;10.386;10.386
CO1600;D669;1.0;CONV;SUM;46.728;46.728
CO1600;D677;1.0;CONV;SUM;17.12;17.12
ME010;D439;1.0;AB;SUM;69.0;69.0
ME010;D456;1.0;AB;SUM;17.16;17.16
ME010;D632;1.0;AB;SUM;23.4;23.4
ME010;D639;1.0;AB;SUM;211.02;211.02
ME010;D704;1.0;AB;SUM;28.5;28.5
ME012;D710;1.0;AB;SUM;57.0;57.0
ME030;D439;1.15;AB;SUM;24.0;20.8696
ME030;D456;1.15;AB;SUM;45.0;39.1304
ME030;D602;1.15;AB;SUM;151.5;131.7391
ME040;D456;1.6;AB;SUM;15.176;9.485
ME040;D639;1.6;AB;SUM;55.636;34.7725
ME040;D654;1.6;AB;SUM;33.6;21.0
ME050;D602;1.0;AB;SUM;64.5;64.5
ME080;D201;1.15;AB;SUM;4.38;3.8087
ME080;D439;1.15;AB;SUM;6.0;5.2174
ME080;D456;1.15;AB;SUM;7.62;6.6261
ME080;D654;1.15;AB;SUM;9.33;8.113
